Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
あなた の 本性 診断,Informational,110,"1.00,0.79,1.00,1.00,1.00,1.00,0.79,0.79,0.79,0.36,0.50,0.29",25,0.09,0.09,"Video, Related searches"
あなた は 何 主義 診断,Informational,110,"1.00,0.82,0.65,0.53,0.53,0.65,0.65,0.53,0.65,0.53,0.41,0.53",14,0.16,0.05,"People also ask, Related searches"
ありのまま の 自分 診断,Informational,110,"0.66,1.00,0.66,0.44,0.05,0.02,0.03,0.02,0.07,0.02,0.02,0.03",14,0.00,0.06,"Sitelinks, Video, People also ask, Related searches"
ちょろい 診断,Informational,110,"0.01,0.01,0.05,1.00,0.01,0.02,0.01,0.01,0.02,0.01,0.36,0.01",10,0.00,0.33,Related searches
どう 思 われ てる か 診断,Informational,110,"1.00,0.64,0.79,1.00,1.00,0.64,0.64,0.50,0.64,1.00,0.79,0.79",12,0.00,0.02,"Reviews, Video, Related searches"
どんな 人 が タイプ 診断,Informational,110,"0.82,0.82,1.00,0.82,0.53,0.53,0.53,0.41,0.41,0.53,0.53,0.53",18,0.00,0.05,"Video, Related searches"
ひねくれ た 性格 診断,Informational,110,"1.00,1.00,0.82,1.00,0.82,1.00,1.00,0.82,0.82,0.64,0.82,0.82",13,0.12,0.08,"Video, People also ask, Related searches"
エゴグラム mbti,Informational,110,"0.28,0.08,0.05,1.00,0.03,0.03,0.18,0.10,0.03,0.44,0.05,0.10",18,0.00,0.33,"Sitelinks, Reviews, Image pack, Video, People also ask, Related searches"
エゴグラム 無料 診断,Commercial,110,"1.00,0.81,0.08,0.06,0.02,0.19,0.02,0.02,0.06,0.02,0.54,0.15",20,0.00,0.00,"Sitelinks, Reviews, People also ask, Related searches"
エゴグラム 診断 タイプ,Informational,110,"0.09,0.12,0.44,0.66,0.66,0.34,0.16,0.16,0.06,0.66,0.81,1.00",11,0.00,0.01,"Sitelinks, Reviews, Image pack, Video, People also ask, Related searches"
クラス で 浮い てる 診断,Commercial,110,"0.65,0.41,1.00,0.82,0.82,0.53,0.41,0.41,0.41,0.82,0.53,0.41",14,0.00,0.01,"Sitelinks, People also ask, Related searches"
ストイック 診断,Informational,110,"1.00,1.00,1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.64,0.82,0.64",20,0.00,0.01,"People also ask, Related searches"
ソンディ テスト 無料,Informational,110,"0.79,1.00,0.64,0.64,1.00,0.79,0.79,0.64,0.79,0.64,0.79,0.64",7,0.00,0.01,Related searches
ゾロリ 性格 診断,Navigational,110,"0.79,1.00,0.79,0.64,0.64,0.64,0.64,0.50,1.00,0.50,0.79,0.50",20,0.00,0.33,"Sitelinks, Reviews, Image pack, Related searches"
タイプ の 女性 診断,Informational,110,"0.79,1.00,0.64,0.79,0.79,0.64,0.79,0.64,0.79,0.50,0.64,0.64",17,0.00,0.03,"Image pack, Video, Related searches"
ディズニー プリンセス 性格 診断,Informational,110,"0.13,1.00,0.28,0.05,0.28,0.03,0.03,0.36,0.03,0.03,0.03,0.03",21,0.00,0.33,"Video, People also ask, Related searches"
トーテム 診断,Informational,110,"0.50,1.00,0.64,0.79,0.64,0.50,0.64,0.79,0.64,0.79,0.79,1.00",7,0.00,0.02,"People also ask, Related searches"
ドライ 診断,Informational,110,"0.65,0.65,1.00,0.82,0.65,0.65,0.65,0.53,0.53,0.53,0.53,0.53",14,0.00,0.02,Related searches
ナルト 性格 診断,Informational,110,"0.28,0.36,1.00,0.18,0.23,0.18,0.36,0.23,0.23,0.18,0.23,0.18",8,0.00,0.33,"Sitelinks, Reviews, Video, Related searches"
ネガポジ 診断,Informational,110,"1.00,0.67,0.52,0.67,0.52,0.52,0.33,0.33,0.24,0.24,0.67,0.43",10,0.00,0.33,"Sitelinks, AI Overview, Related searches"
ハンター ハンター 念 能力 性格 診断,Informational,110,"0.42,0.42,0.42,0.42,0.42,0.42,0.35,0.42,0.42,0.42,0.81,1.00",14,0.00,0.33,"Reviews, Image pack, Video, People also ask, Related searches"
バイオ ナンバー 無料,Navigational,110,"0.64,0.64,0.64,1.00,1.00,0.79,1.00,1.00,1.00,0.79,0.64,0.64",24,0.00,0.33,"Reviews, People also ask, Related searches"
パーソナリティ 診断 就活,Informational,110,"0.82,0.53,0.53,0.41,0.53,0.41,0.65,0.53,0.82,0.82,0.82,1.00",18,1.18,0.18,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
パーソナリティ 診断 無料,Commercial,110,"0.21,0.21,0.36,0.29,0.29,0.29,0.64,0.79,0.79,0.79,1.00,0.79",33,0.30,0.56,"Reviews, Video, People also ask, Related searches"
パーソナル タイプ,Informational,110,"0.79,1.00,0.79,0.79,0.79,0.79,1.00,0.64,1.00,1.00,1.00,1.00",30,0.00,0.02,"AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
ビック ファイブ テスト,Informational,110,"0.43,0.43,0.43,0.67,1.00,0.67,0.52,0.43,0.33,0.67,0.67,0.81",18,0.27,0.33,"Sitelinks, Reviews, Video, People also ask, Related searches"
ビッグ ファイブ 尺度,Informational,110,"1.00,0.41,0.53,0.82,0.53,0.53,0.53,0.29,0.29,0.53,0.65,0.65",22,0.66,0.04,"Sitelinks, AI Overview, Video, People also ask, Related searches"
ビッグ ファイブ 性格,Informational,110,"0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.05,1.00,0.30,0.02",14,0.04,0.03,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Knowledge panel, Related searches"
メンタル タイプ 診断 テスト,Informational,110,"0.53,0.82,0.65,0.82,0.65,0.41,0.53,0.82,0.65,0.41,1.00,0.82",19,0.15,0.13,"Reviews, Video, People also ask, Related searches"
ユング 性格 診断 16,Informational,110,"1.00,0.16,0.24,0.01,0.01,0.03,0.03,0.06,0.02,0.02,0.01,0.03",26,0.30,0.17,"Image pack, Video, People also ask, Related searches"
一人称 性格,Informational,110,"1.00,0.79,0.64,0.79,0.64,0.79,0.79,0.64,0.64,0.50,0.64,0.36",27,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
不器用 診断,Informational,110,"0.79,0.64,0.79,0.79,0.79,0.64,0.79,1.00,0.64,0.64,0.64,0.79",17,0.00,0.01,"People also ask, Related searches"
不良 診断,Informational,110,"0.33,0.33,0.33,0.43,0.33,0.52,0.52,0.67,1.00,1.00,0.81,0.67",8,0.00,0.03,Related searches
中学生 性格 診断,Informational,110,"0.01,0.01,0.01,0.03,0.01,0.01,0.05,1.00,0.30,0.01,0.01,0.01",30,0.00,0.01,"Reviews, Video, People also ask, Related searches"
主義 診断,Informational,110,"1.00,0.64,0.64,0.79,0.79,0.64,0.79,0.79,0.64,0.79,0.79,0.64",18,0.00,0.01,Related searches
人 と 関わり たく ない 診断,Informational,110,"0.41,0.82,0.82,1.00,0.82,0.65,0.53,0.53,0.53,0.41,0.29,0.65",15,0.09,0.07,"People also ask, Related searches"
人 に どう 思 われ てる か 診断,Informational,110,"0.16,0.12,1.00,0.01,0.06,0.08,0.01,0.01,0.03,0.01,0.01,0.01",11,0.00,0.01,"Video, Related searches"
人 の 気持ち が わからない 診断,Informational,110,"1.00,0.16,0.24,0.44,0.02,0.02,0.01,0.01,0.08,0.01,0.06,0.01",14,0.13,0.09,"Video, People also ask, Related searches"
人 を 見る 目 が ある 人 診断,Informational,110,"1.00,0.82,0.82,0.65,0.65,0.53,0.82,0.65,0.53,0.65,0.82,0.53",15,0.16,0.07,"AI Overview, Video, People also ask, Related searches"
人間 度,Informational,110,"0.82,0.65,1.00,0.82,0.82,0.65,0.65,0.53,0.41,0.41,0.53,0.53",15,0.00,0.04,"AI Overview, People also ask, Related searches"
人間 性 テスト,Informational,110,"0.42,1.00,0.54,0.04,0.65,0.27,0.04,0.15,0.27,0.08,0.04,0.15",34,0.24,0.26,"AI Overview, Reviews, Video, People also ask, Related searches"
人間 性 疑う,Informational,110,"1.00,0.79,1.00,1.00,0.79,0.79,0.64,0.79,0.64,0.64,0.50,0.36",20,0.00,0.33,"Sitelinks, People also ask, Related searches"
今 の 気持ち 診断,Informational,110,"0.65,1.00,0.82,0.65,0.53,0.53,0.65,0.41,0.65,0.53,0.41,0.53",10,0.26,0.10,Related searches
他人 から どう 思 われ て いるか 診断,Informational,110,"0.44,0.19,0.19,1.00,0.03,0.02,0.02,0.02,0.05,0.15,0.03,0.02",9,0.00,0.01,"Video, Related searches"
何人 診断,Informational,110,"1.00,0.79,1.00,0.36,0.50,0.64,0.64,0.64,0.79,1.00,0.79,0.64",16,0.00,0.33,"People also ask, Related searches"
個人 性,Informational,110,"0.19,0.01,0.01,0.04,0.01,1.00,0.36,0.01,0.06,0.03,0.24,0.01",29,0.00,0.33,"AI Overview, People also ask, Related searches"
動物 性格 診断 生年 月 日,Informational,110,"0.81,0.67,1.00,0.67,0.52,0.67,0.33,0.24,0.24,0.24,0.43,0.33",25,0.00,0.33,"Video, Related searches"
博愛 主義 診断,Informational,110,"0.82,0.65,0.65,0.82,1.00,0.65,0.65,0.65,0.65,0.53,0.65,0.53",9,0.00,0.02,"Video, People also ask, Related searches"
参考 書 診断,Informational,110,"0.24,0.19,0.24,0.67,1.00,0.52,0.81,0.81,0.81,1.00,0.43,0.52",19,0.30,0.32,"Sitelinks, Video, People also ask, Related searches"
友達 が 自分 を どう 思っ て いるか 診断,Informational,110,"0.82,0.65,0.82,1.00,0.53,0.41,0.41,0.53,0.65,0.24,0.53,0.41",19,0.00,0.01,"Sitelinks, People also ask, Related searches"
口癖 診断,Informational,110,"0.64,1.00,0.64,0.79,0.79,0.64,1.00,0.79,0.79,0.64,1.00,0.50",14,0.00,0.01,"Video, People also ask, Related searches"
合理 的 な 人 診断,Informational,110,"0.05,0.05,0.05,0.05,0.05,1.00,0.81,0.67,0.05,0.19,0.05,0.14",10,0.25,0.11,"People also ask, Related searches"
同族 嫌悪 診断,Informational,110,"0.04,1.00,0.65,0.42,0.15,0.04,0.08,0.04,0.04,0.27,0.65,0.04",14,0.00,0.01,"Sitelinks, People also ask, Related searches"
国籍 診断,Informational,110,"0.64,1.00,0.79,0.79,1.00,1.00,0.79,1.00,0.79,0.64,0.64,0.79",10,0.00,0.01,"Reviews, Image pack, Video, Related searches"
多重 人格 テスト,Informational,110,"0.12,0.81,0.42,0.42,0.42,1.00,0.65,0.54,0.54,0.27,0.42,0.27",21,0.00,0.33,"Sitelinks, Video, People also ask, Related searches"
大人 診断,Informational,110,"0.65,0.65,0.65,1.00,0.82,0.65,0.65,0.65,0.53,0.41,0.82,0.65",25,0.00,0.03,Related searches
女 に 嫌 われる 女 診断,Informational,110,"0.05,0.33,0.52,0.81,1.00,1.00,0.81,0.67,0.81,0.67,0.67,0.43",15,0.00,0.02,"People also ask, Related searches, Ads bottom"
女 に 生まれ たかっ た 診断,Informational,110,"0.82,0.82,1.00,1.00,0.82,0.65,0.65,0.65,0.53,0.53,0.65,0.65",19,0.00,0.33,Related searches
女 度 診断,Informational,110,"1.00,0.01,0.02,0.06,0.01,0.01,0.02,0.02,0.01,0.16,0.06,0.02",14,0.00,0.33,Related searches
女 診断,Informational,110,"0.65,0.53,0.65,0.65,0.65,0.65,0.82,1.00,0.82,0.53,0.41,0.65",16,0.00,0.01,"Video, People also ask, Related searches"
女の子 タイプ 診断,Informational,110,"0.79,1.00,1.00,1.00,0.79,0.79,1.00,0.79,0.79,0.79,0.64,0.79",23,0.00,0.00,"Image pack, Video, People also ask, Related searches"
女子 タイプ 診断,Informational,110,"1.00,0.81,0.27,0.27,0.04,0.04,0.19,0.04,0.08,0.04,0.81,0.54",22,0.00,0.33,"Image pack, People also ask, Related searches"
女心 診断,Informational,110,"0.43,0.67,1.00,0.67,0.52,0.43,0.81,0.52,0.52,0.43,0.52,0.43",12,0.00,0.33,"Video, Related searches"
好き な 人 の 性格 診断,Informational,110,"0.79,0.79,1.00,1.00,0.64,0.79,0.64,0.50,0.50,0.50,0.50,0.79",21,0.27,0.03,"Video, People also ask, Related searches"
好き な 人 性格 診断,Informational,110,"0.79,0.79,1.00,1.00,0.64,0.79,0.64,0.50,0.50,0.50,0.50,0.79",21,0.00,0.01,"AI Overview, Video, People also ask, Related searches"
好き な 俳優 診断,Commercial,110,"1.00,1.00,1.00,1.00,0.82,1.00,1.00,1.00,0.64,0.82,0.82,0.82",33,0.00,0.33,"Video, Related searches"
好き な 色 で 性格 診断,Informational,110,"0.41,0.41,1.00,0.41,0.65,0.65,0.53,0.65,0.53,1.00,0.82,0.65",13,0.00,0.02,"Video, People also ask, Related searches"
好き な 色 性格 診断,Informational,110,"0.41,0.41,1.00,0.41,0.65,0.65,0.53,0.65,0.53,1.00,0.82,0.65",13,0.00,0.01,"Video, Related searches"
学習 診断 テスト,Informational,110,"0.81,0.19,0.42,0.54,0.42,0.54,1.00,0.54,0.19,0.27,0.35,0.54",19,3.20,0.04,"AI Overview, Video, Video carousel, People also ask, Related searches"
寝相 性格 診断,Informational,110,"0.79,1.00,0.64,1.00,0.79,0.64,0.79,1.00,0.79,0.79,1.00,1.00",26,0.00,0.01,"Image pack, Video, Short videos, People also ask, Related searches"
就活 性格 診断 対策,Informational,110,"0.42,0.19,0.27,0.19,0.27,0.27,0.54,0.54,0.65,0.81,0.65,1.00",15,0.98,0.25,"Sitelinks, Video, People also ask, Related searches"
当たる 性格 占い 無料,Informational,110,"0.02,1.00,0.12,0.01,0.12,0.01,0.01,0.01,0.01,0.06,0.01,0.01",10,0.03,0.24,"Sitelinks, Related searches"
心理 テスト 人間 関係,Informational,110,"0.45,0.09,0.64,0.82,1.00,0.09,0.09,0.09,0.18,0.09,0.09,0.09",19,0.00,0.05,"Sitelinks, Video, People also ask, Related searches"
心理 テスト 心理 学,Informational,110,"1.00,0.50,1.00,0.79,0.64,0.79,0.64,0.50,0.50,0.64,0.79,0.50",11,0.00,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
心理 テスト 相性 診断,Informational,110,"0.79,0.79,0.79,0.64,0.79,1.00,0.64,0.79,0.79,0.36,0.79,0.79",22,0.00,0.33,"Video, Related searches"
心理 テスト 面白い 無料,Informational,110,"0.53,0.82,0.82,1.00,0.82,0.53,0.53,0.41,0.53,0.29,0.41,0.41",20,0.00,0.02,"Sitelinks, Reviews, Video, Related searches"
心理 学 心理 テスト,Informational,110,"1.00,0.50,1.00,0.79,0.64,0.79,0.64,0.50,0.50,0.64,0.79,0.50",15,0.00,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
心理 测试,Informational,110,"0.41,0.41,0.41,0.65,1.00,0.82,0.65,0.65,0.53,0.65,0.65,0.53",28,0.18,0.06,"Video, Related searches"
思いやり 診断,Informational,110,"0.82,1.00,1.00,1.00,0.65,0.53,0.53,0.53,0.41,0.41,0.65,0.65",12,0.00,0.01,"Sitelinks, People also ask, Related searches"
性格 が 悪い 人 診断,Informational,110,"0.27,0.04,1.00,0.65,0.04,0.12,0.12,0.04,0.04,0.12,0.04,0.04",13,0.00,0.33,"Sitelinks, Video, People also ask, Related searches"
性格 の タイプ,Informational,110,"1.00,0.64,0.79,1.00,1.00,1.00,1.00,0.64,0.50,0.50,0.64,0.50",33,0.00,0.03,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
性格 は,Informational,110,"0.01,0.02,0.03,0.01,0.01,0.01,0.02,1.00,0.36,0.01,0.01,0.01",19,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
性格 を 良く する 方法 中学生,Informational,110,"0.42,0.42,0.15,0.19,0.04,1.00,0.04,0.19,0.08,0.04,0.35,0.12",8,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
性格 グラフ,Informational,110,"0.53,0.53,0.53,0.82,0.53,0.53,0.53,0.53,0.82,1.00,0.65,0.53",26,0.00,0.02,"Sitelinks, Image pack, Video, People also ask, Related searches"
性格 ナビ,Navigational,110,"0.52,0.67,0.43,0.43,0.43,0.52,0.52,0.67,0.67,0.67,1.00,1.00",32,0.53,0.05,"Sitelinks, Video, People also ask, Related searches"
性格 プロフィール,Informational,110,"0.64,1.00,1.00,0.79,0.79,0.79,0.64,0.64,0.79,0.79,0.64,0.50",18,0.00,0.01,"Image pack, People also ask, Related searches"
性格 傾向,Informational,110,"0.79,0.79,0.79,1.00,1.00,0.79,0.64,0.79,0.64,0.64,0.64,0.64",21,0.92,0.04,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
性格 悪い か 診断,Informational,110,"0.52,0.52,0.52,0.52,0.52,0.43,0.43,0.52,0.52,0.43,1.00,0.81",11,0.00,0.03,"Sitelinks, Video, People also ask, Related searches"
性格 検査 種類,Informational,110,"1.00,0.64,0.79,0.79,0.79,0.50,0.64,0.50,0.50,0.79,0.64,0.64",14,0.00,0.02,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
性格 無料 診断,Commercial,110,"0.24,0.24,0.24,0.24,0.24,0.33,0.52,0.52,0.67,0.52,1.00,1.00",33,0.27,0.03,"Reviews, Video, People also ask, Related searches"
性格 血液 型 診断,Informational,110,"0.50,0.64,1.00,0.64,0.64,0.79,0.79,0.64,1.00,0.64,1.00,1.00",19,0.02,0.03,"Video, People also ask, Related searches"
性格 診断 istj,Informational,110,"0.79,1.00,1.00,0.79,0.64,0.79,1.00,0.79,0.79,0.64,0.79,0.79",14,0.37,0.07,"Sitelinks, AI Overview, Video, People also ask, Related searches"
性格 診断 spi 対策,Informational,110,"0.53,0.29,0.53,0.53,0.53,0.41,0.41,0.65,0.82,0.82,1.00,1.00",21,0.32,0.14,"Sitelinks, Video, People also ask, Related searches"
性格 診断 twitter,Informational,110,"0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.16,1.00,0.12,0.05",16,0.00,0.00,"Video, People also ask, Related searches"
性格 診断 イラスト,Informational,110,"0.65,0.65,1.00,0.65,0.65,0.53,0.82,0.53,0.53,0.53,0.53,0.53",27,0.00,0.33,"Image, Image pack, Video, People also ask, Related searches"
性格 診断 サイコパス,Informational,110,"0.65,0.42,1.00,0.35,0.35,0.27,0.35,0.35,0.42,0.42,0.27,0.27",23,0.00,0.00,"Image pack, Video, Video carousel, People also ask, Related searches"
性格 診断 主人公 相性,Informational,110,"0.82,0.82,1.00,0.65,0.65,0.53,0.65,0.53,0.53,0.53,0.65,0.65",20,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
性格 診断 冒険 者,Informational,110,"0.65,0.53,0.65,0.53,0.53,0.53,0.65,0.65,0.65,0.65,1.00,0.65",21,0.00,0.03,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
性格 診断 小学生,Informational,110,"0.01,0.06,1.00,0.19,0.01,0.01,0.01,0.01,0.08,0.24,0.16,0.01",16,0.00,0.33,"Sitelinks, Video, Related searches"
性格 診断 就活 対策,Informational,110,"0.42,0.19,0.27,0.19,0.27,0.27,0.54,0.54,0.65,0.81,0.65,1.00",12,0.87,0.21,"Sitelinks, Video, People also ask, Related searches"
性格 診断 本,Commercial,110,"0.64,1.00,1.00,1.00,0.79,1.00,0.79,0.79,0.50,0.50,0.79,0.79",17,0.00,0.36,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products"
性格 診断 画像,Informational,110,"0.15,0.06,0.04,0.03,0.01,1.00,0.44,0.01,0.01,0.01,0.01,0.01",19,0.00,0.33,"Reviews, Image pack, Video, People also ask, Related searches"
性格 診断 血液 型,Informational,110,"0.64,0.50,0.79,0.79,0.79,0.79,0.79,0.79,0.64,1.00,1.00,1.00",19,0.00,0.02,"Sitelinks, Image pack, Video, People also ask, Related searches"
性格 証明 書,Navigational,110,"1.00,0.52,0.52,0.10,0.81,0.24,0.05,0.05,0.14,0.24,0.05,0.05",21,0.00,0.33,"People also ask, Related searches"
性格 適性 検査 無料,Informational,110,"1.00,0.64,1.00,0.79,0.79,0.64,0.79,0.64,1.00,1.00,0.64,1.00",20,0.95,0.72,"Sitelinks, Reviews, Video, People also ask, Related searches"
恥ずかしい 診断,Informational,110,"0.19,0.10,1.00,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01",14,0.00,0.33,"Video, People also ask, Related searches"
文 スト 性格 診断,Informational,110,"1.00,0.24,0.01,0.01,0.10,0.01,0.01,0.01,0.03,0.03,0.01,0.03",14,0.00,0.33,Related searches
本当 の 自分 が わかる 心理 テスト,Informational,110,"0.53,1.00,0.65,0.65,0.53,0.53,0.65,0.53,0.53,0.65,0.82,0.53",16,0.13,0.30,"AI Overview, Video, People also ask, Related searches"
無料 アプリ 診断,Informational,110,"0.64,0.50,0.50,1.00,0.79,0.79,1.00,0.79,0.79,0.79,0.79,0.64",25,0.92,0.06,"AI Overview, Reviews, People also ask, Related searches"
無料 ゲーム 診断,Informational,110,"0.65,1.00,0.82,0.53,0.65,0.53,0.82,1.00,1.00,0.82,0.82,1.00",24,0.00,0.01,"Video, People also ask, Related searches"
理想 の 自分 診断,Informational,110,"0.82,1.00,1.00,1.00,0.53,0.65,0.53,0.41,0.53,0.53,0.53,0.41",16,0.16,0.29,"Video, Related searches"
画像 性格 診断,Informational,110,"1.00,0.01,0.01,0.12,0.03,0.24,0.15,0.01,0.03,0.01,0.01,0.03",22,0.00,0.33,"AI Overview, Image pack, Video, People also ask"
画像 診断 性格,Informational,110,"1.00,0.18,0.06,0.06,0.18,1.00,0.82,0.06,0.06,0.18,0.06,0.41",20,0.00,0.33,"Video, Related searches"
私 の タイプ,Informational,110,"0.65,0.65,0.65,0.53,0.65,0.65,0.65,0.65,0.82,0.82,1.00,1.00",18,0.17,0.06,"AI Overview, Video, People also ask, Related searches"
私 の 性格 は,Informational,110,"0.28,0.28,0.34,0.22,0.28,0.28,0.44,0.53,0.53,0.81,1.00,1.00",15,0.22,0.21,"Sitelinks, AI Overview, Video, People also ask, Related searches"
私 の 性格 占い,Informational,110,"0.64,0.79,0.79,0.64,1.00,1.00,0.79,0.64,0.79,0.79,0.79,0.64",12,0.05,0.23,"Video, Related searches"
簡易 診断,Informational,110,"0.65,0.53,0.65,1.00,0.65,0.65,0.65,0.65,0.65,0.53,0.53,0.53",26,0.17,0.06,"AI Overview, Related searches"
素質 論 診断 無料,Informational,110,"1.00,0.01,0.01,0.67,0.01,0.03,0.01,0.01,0.82,0.01,0.24,0.01",5,0.00,0.02,"People also ask, Related searches"
習い事 診断,Informational,110,"1.00,0.79,1.00,0.64,0.79,0.64,0.79,0.79,0.64,0.64,1.00,0.50",11,0.73,0.05,"People also ask, Related searches"
能力 診断 テスト,Informational,110,"0.53,1.00,0.82,0.65,0.53,0.53,0.53,0.41,0.65,0.41,0.29,0.53",21,0.59,0.24,"Video, Related searches"
自信 診断,Informational,110,"0.64,0.79,0.79,1.00,0.64,1.00,0.79,0.79,1.00,0.79,1.00,0.64",10,0.31,0.04,Related searches
自分 が どんな 人間 か,Informational,110,"0.65,0.65,0.65,0.29,0.29,0.24,0.29,0.53,0.82,1.00,0.29,0.12",22,0.22,0.42,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
自分 が どんな 人間 か わからない,Informational,110,"0.79,0.79,1.00,1.00,0.79,0.79,0.79,0.36,0.36,0.64,1.00,1.00",24,0.27,0.30,"Sitelinks, AI Overview, Video, People also ask, Related searches"
自分 に 合う 勉強 法,Informational,110,"0.01,1.00,0.01,0.36,0.01,0.10,0.01,0.04,0.07,0.07,0.01,0.06",20,0.29,0.10,"Sitelinks, Image pack, Video, People also ask, Related searches, Ads bottom"
自分 の こと が わからない 診断,Informational,110,"0.82,1.00,1.00,0.82,0.65,0.65,0.53,0.53,0.65,0.41,0.41,0.29",24,0.24,0.46,"AI Overview, Video, People also ask, Related searches, Ads top, Ads middle"
自分 の タイプ が わからない,Informational,110,"0.65,1.00,0.65,0.65,0.82,0.65,0.65,0.53,0.53,0.53,0.65,0.53",23,0.00,0.04,"Sitelinks, AI Overview, Video, People also ask, Related searches"
自分 の 世界 が ある 人 診断,Informational,110,"0.79,0.64,0.50,0.79,0.79,0.79,1.00,0.79,0.79,0.64,0.79,0.64",15,0.12,0.16,"Video, People also ask, Related searches, Ads bottom"
自分 の 性格 わからない,Informational,110,"0.53,0.53,0.82,0.82,0.65,0.53,0.65,0.53,0.65,1.00,0.82,0.53",18,0.19,0.24,"Sitelinks, AI Overview, Video, People also ask, Related searches"
自分 の 性格 占い 完全 無料,Informational,110,"0.79,1.00,1.00,1.00,0.79,0.79,0.79,0.50,0.79,0.36,0.29,0.29",12,0.08,0.19,Related searches
自分 の 特性,Informational,110,"0.79,0.79,1.00,0.79,0.64,0.64,0.79,0.64,0.79,0.79,0.64,0.64",25,0.61,0.16,"AI Overview, Video, People also ask, Related searches"
自分 の 診断,Informational,110,"0.79,0.79,0.64,0.64,0.79,0.79,1.00,1.00,0.79,0.64,0.79,0.79",33,0.35,0.12,"Video, Video carousel, People also ask, Related searches"
自分 を 知り たい,Informational,110,"0.79,0.79,1.00,0.79,0.79,0.79,0.79,0.64,0.79,0.79,1.00,1.00",25,0.49,0.56,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
自分 嫌い 度 診断,Informational,110,"0.24,0.12,0.06,0.06,0.65,0.12,0.65,1.00,0.82,0.06,0.06,0.06",9,0.35,0.05,Video
自己 分析 ツール 性格,Informational,110,"1.00,0.65,0.65,0.82,0.65,0.65,0.65,0.41,0.41,0.41,0.41,0.41",24,0.58,0.63,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
自己 分析 診断 性格,Informational,110,"1.00,1.00,1.00,0.79,0.64,0.64,0.79,1.00,1.00,0.79,0.64,0.50",34,0.29,0.52,"Reviews, Video, People also ask, Related searches, Ads top, Ads bottom"
行動 特性 診断,Informational,110,"1.00,0.79,0.79,0.79,0.64,0.79,0.50,0.64,0.79,0.64,0.64,0.64",7,0.57,0.27,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
診断 ゲーム 無料,Informational,110,"0.65,1.00,0.82,0.53,0.65,0.53,0.82,1.00,1.00,0.82,0.82,1.00",31,0.00,0.01,"Video, Related searches"
診断 女,Informational,110,"0.65,0.53,0.65,0.65,0.65,0.65,0.82,1.00,0.82,0.53,0.41,0.65",16,0.00,0.01,"Image pack, Video, Related searches, Ads bottom"
診断 小学生,Informational,110,"0.79,0.79,0.79,1.00,0.79,0.79,0.64,0.64,0.79,0.36,0.64,0.79",23,0.00,0.33,"Image pack, Video, People also ask, Related searches"
診断 性格 の 悪さ,Informational,110,"0.28,0.34,0.34,0.44,0.22,0.28,0.34,0.34,0.28,0.34,1.00,0.66",12,0.05,0.02,"Sitelinks, Video, People also ask, Related searches"
診断 無料 アプリ,Informational,110,"0.64,0.50,0.50,1.00,0.79,0.79,1.00,0.79,0.79,0.79,0.79,0.64",31,0.50,0.04,"AI Overview, Reviews, People also ask, Related searches"
診断 無料 ゲーム,Informational,110,"0.65,1.00,0.82,0.53,0.65,0.53,0.82,1.00,1.00,0.82,0.82,1.00",30,0.00,0.01,"Video, People also ask, Related searches"
調べる 人,Informational,110,"0.79,0.50,0.64,0.79,0.79,0.79,0.79,1.00,0.64,0.36,0.50,0.64",14,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
辛口 恋愛 診断,Informational,110,"0.52,0.33,0.52,1.00,1.00,0.52,0.52,0.43,0.43,0.24,0.52,0.43",12,0.23,0.04,"Video, Related searches"
進撃 の 巨人 性格 診断,Informational,110,"0.79,0.79,1.00,0.64,0.79,0.79,0.64,0.50,1.00,0.79,0.64,0.64",13,0.00,0.33,"Image pack, Video, Related searches"
