Keyword,Intent,Relevance,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
male taurus female scorpio,Informational,38,320,"1.00,0.13,0.20,0.08,0.13,0.16,0.16,0.20,0.16,0.13,0.20,0.20",17,0.02,0.04,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
march 6th horoscope sign,Informational,35,320,"0.03,0.30,0.03,0.55,1.00,0.11,0.08,0.11,0.11,0.12,0.06,1.00",31,0.00,0.00,"Featured snippet, Sitelinks, Video, People also ask"
may 20 astrological sign,Informational,33,320,"0.83,0.36,0.67,1.00,0.22,0.17,0.14,0.36,0.67,0.28,0.44,0.44",29,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
may 20 birthday zodiac,Informational,35,320,"1.00,0.29,0.23,0.23,0.19,0.19,0.23,0.23,0.29,0.23,0.36,0.54",21,0.00,0.33,"AI Overview, Reviews, Video, People also ask, Related searches"
may 30 is what zodiac sign,Informational,35,320,"0.24,0.12,0.04,0.54,1.00,0.07,0.10,0.06,0.06,0.07,0.12,0.07",23,0.00,0.33,"AI Overview, Video, Short videos, People also ask, Related searches"
mean zodiac,Informational,39,320,"0.05,0.77,0.07,0.55,1.00,0.00,0.00,0.00,0.07,0.05,0.05,0.05",32,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
meaning of partnership in a relationship,Informational,42,320,"0.00,1.00,0.28,0.23,0.54,0.81,0.66,0.66,0.81,0.66,0.81,0.81",15,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
monkey and snake compatibility,Informational,43,320,"0.36,0.36,0.36,0.36,0.16,0.30,0.24,0.36,0.67,1.00,0.30,0.24",8,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
monkey compatibility with rabbit,Informational,44,320,"0.66,0.66,0.29,0.29,0.43,0.54,0.54,1.00,1.00,1.00,0.66,0.66",14,0.00,0.33,"Featured snippet, Video, People also ask, Related searches"
monkey rabbit compatibility,Informational,43,320,"0.35,0.35,0.35,0.66,0.35,0.66,0.54,0.81,1.00,0.81,0.54,0.54",9,0.00,0.33,"Sitelinks, AI Overview, People also ask, Related searches"
month spirit animals,Informational,29,320,"0.67,0.54,0.67,0.81,0.67,0.81,0.67,1.00,0.81,0.67,0.81,0.67",14,0.00,0.01,"AI Overview, Reviews, Video, Short videos, People also ask, Related searches"
most compatible signs leo,Informational,44,320,"1.00,1.00,0.12,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00",29,0.02,0.02,"Sitelinks, AI Overview, Reviews, Video, Short videos, People also ask, Related searches"
most compatible star signs with leo,Informational,43,320,"1.00,1.00,0.12,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00",28,0.03,0.02,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
most compatible with aries,Informational,41,320,"0.00,1.00,0.80,0.15,0.20,1.00,1.00,0.50,0.65,0.65,1.00,1.00",32,0.02,0.02,"Sitelinks, AI Overview, Reviews, Image pack, Video, Short videos, People also ask, Related searches"
most compatible with capricorn,Informational,46,320,"0.65,0.50,0.80,0.80,0.40,0.40,0.65,0.50,1.00,0.80,0.50,0.65",34,0.02,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
most compatible with gemini,"Informational, Commercial",44,320,"1.00,0.67,0.80,0.33,0.67,0.80,0.67,0.67,0.67,1.00,0.53,0.80",20,0.02,0.03,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
most compatible with scorpio,Informational,42,320,"0.67,0.67,0.83,0.67,0.54,0.54,0.54,0.67,0.54,0.42,0.54,1.00",31,0.01,0.03,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
most compatible with virgo,"Informational, Commercial",45,320,"0.65,0.55,0.65,1.00,0.40,0.55,0.40,0.35,0.65,0.55,0.40,0.35",26,0.02,0.01,"Sitelinks, AI Overview, Video, Short videos, People also ask, Discussions and forums, Related searches"
my love will find you,Informational,43,320,"1.00,0.54,0.43,0.81,0.81,0.43,0.35,0.43,0.81,0.81,0.81,0.66",25,0.28,0.91,"Sitelinks, Video, Video carousel, People also ask, Knowledge panel, Related searches"
natal chart astro seek,Navigational,44,320,"0.53,0.53,1.00,0.80,0.67,0.67,0.44,0.36,0.53,0.36,0.36,0.29",28,0.00,0.33,"Sitelinks, Video, Related searches"
new years dragon,Informational,32,320,"0.05,0.07,0.02,0.02,0.00,0.00,0.17,0.88,0.88,1.00,0.07,0.49",25,0.00,0.33,"Sitelinks, Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
november 10 2025 chinese astrology,Informational,35,320,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00",27,0.00,0.00,"AI Overview, Video, Video carousel, People also ask, Related searches"
november 12 sign,Informational,32,320,"0.43,0.53,0.53,0.53,0.53,0.80,1.00,0.53,0.67,0.43,0.53,0.53",30,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
november animal,Informational,30,320,"0.23,0.23,0.29,0.23,0.44,0.44,1.00,0.44,0.29,0.29,0.36,0.29",27,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
obsessed with someone,Informational,37,320,"0.82,0.82,0.82,0.82,0.82,1.00,0.82,0.66,0.82,0.66,0.82,0.82",21,0.04,0.01,"Sitelinks, AI Overview, Image pack, Video, Short videos, People also ask, Discussions and forums, Related searches"
october birthdays sign,Informational,33,320,"0.36,0.00,0.01,0.44,0.15,1.00,0.15,0.82,0.29,1.00,0.82,0.67",32,0.03,0.01,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
online astrology telugu,Informational,37,320,"0.29,0.44,0.36,1.00,0.29,0.12,0.19,0.67,0.23,0.12,0.19,0.23",26,0.88,0.02,"Reviews, Video, People also ask, Related searches"
online jyotish telugu,Navigational,37,320,"0.66,0.43,0.66,0.43,0.81,0.66,0.66,1.00,0.81,0.54,0.08,0.66",11,0.00,0.01,"Reviews, Video, Related searches"
opposite astrology signs,Informational,41,320,"0.67,0.55,0.67,0.55,0.55,0.67,0.82,0.67,1.00,0.55,0.67,0.82",25,0.00,0.00,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches"
opposite sign of aries,Informational,38,320,"0.67,0.67,0.67,1.00,0.67,1.00,0.82,0.67,1.00,0.67,0.82,0.82",28,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
ox and goat compatibility,Informational,39,320,"0.43,0.43,0.54,0.66,0.43,0.66,0.54,0.66,1.00,1.00,0.54,0.54",17,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
ox and rooster relationship,Informational,35,320,"0.66,0.66,0.29,0.22,0.43,0.43,0.54,0.81,1.00,1.00,0.66,0.66",8,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
ox and sheep compatibility,Informational,44,320,"0.54,0.43,0.43,0.54,0.43,0.81,0.66,0.66,1.00,1.00,0.54,0.54",11,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
partner in life,Informational,37,320,"0.22,0.80,0.67,1.00,0.53,0.22,0.18,0.13,0.67,0.18,0.36,1.00",28,3.62,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
partnered meaning in relationship,Informational,44,320,"0.00,1.00,0.28,0.23,0.54,0.81,0.67,0.67,0.81,0.67,0.81,0.07",25,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
perfect match for cancer male,Informational,42,320,"0.67,0.82,0.29,0.29,0.55,1.00,1.00,0.82,1.00,0.67,0.82,0.82",31,0.02,0.03,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
perfect match for pisces male,Informational,43,320,"1.00,0.00,0.00,0.00,0.00,0.00,0.82,0.67,0.67,0.67,0.00,0.00",31,0.02,0.02,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
pigs and roosters,Informational,27,320,"1.00,0.66,0.23,0.23,0.54,0.81,0.81,0.81,0.81,0.66,1.00,1.00",14,0.00,0.00,"AI Overview, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches"
pigs and tigers compatible,Informational,40,320,"0.66,0.66,0.29,0.29,0.43,0.54,0.54,1.00,1.00,1.00,0.81,0.66",25,0.00,0.33,"AI Overview, Reviews, Video, People also ask, Related searches"
pisces and taurus relationship,Informational,41,320,"0.67,1.00,0.83,0.67,0.83,0.67,0.56,0.67,0.67,0.67,0.67,0.67",22,0.03,0.02,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
pisces capricorn,Informational,37,320,"0.22,0.11,1.00,0.68,0.35,0.68,0.54,0.68,0.19,0.22,0.30,0.19",18,0.02,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
pisces capricorn friendship,Informational,39,320,"0.54,0.54,0.67,0.81,0.54,0.67,0.67,0.81,1.00,0.67,1.00,0.67",17,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
pisces compatibility with taurus,Informational,45,320,"0.44,0.36,1.00,0.29,0.67,0.53,0.44,0.36,0.36,0.36,0.44,0.53",19,0.15,0.01,"AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
pisces female and pisces male compatibility,Informational,45,320,"0.54,0.54,0.23,0.18,0.44,0.81,0.81,0.81,0.81,0.66,1.00,0.81",26,0.03,0.01,"Featured snippet, Sitelinks, Reviews, Image pack, Video, People also ask, Related searches"
pisces female capricorn male,Informational,43,320,"1.00,0.09,0.81,0.13,1.00,0.19,1.00,0.22,1.00,0.81,0.19,0.81",13,0.02,0.04,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches"
pisces male pisces woman compatibility,Informational,41,320,"0.54,0.54,0.23,0.18,0.44,0.81,0.81,0.81,0.81,0.66,1.00,0.81",15,0.03,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
pisces man and pisces woman compatibility,Informational,43,320,"0.36,0.29,0.36,0.23,0.36,0.36,0.36,0.44,0.54,0.44,0.54,1.00",16,0.03,0.01,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
pisces opposite sign,Informational,32,320,"1.00,1.00,0.80,0.80,1.00,0.80,0.80,0.67,1.00,0.67,0.80,0.80",32,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
pisces woman and taurus man compatibility,Informational,42,320,"1.00,0.81,0.54,0.81,0.14,0.67,0.81,0.81,0.67,0.54,0.67,0.54",13,0.30,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
q signo zodiacal soy,Informational,46,320,"1.00,0.81,0.22,0.18,0.43,0.34,0.66,0.43,0.43,0.34,0.43,0.22",17,0.00,0.01,"Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
que signo soy,Informational,46,320,"0.81,0.35,1.00,0.65,0.42,0.35,0.42,0.52,0.42,0.35,0.35,0.42",34,0.00,0.01,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
rabbit and horse compatibility,Informational,42,320,"0.29,0.36,0.36,0.36,0.29,0.23,0.29,0.44,0.66,1.00,0.36,0.29",12,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
rabbit and ox compatibility,Informational,42,320,"0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.29,1.00,0.44,0.23,0.19",8,0.00,0.33,"AI Overview, People also ask, Related searches"
rabbit and rat relationship,Informational,37,320,"0.66,0.66,0.29,0.22,0.43,0.66,0.54,0.81,1.00,0.81,0.66,0.54",8,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
rabbit compatibility chinese zodiac,Informational,40,320,"0.32,0.26,0.21,0.17,0.07,0.14,0.14,0.21,1.00,0.72,0.32,0.21",22,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
rabbit dragon,Informational,29,320,"0.67,0.55,0.82,0.55,0.67,0.82,0.67,0.67,1.00,0.82,0.67,0.67",23,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products"
rabbit snake compatibility,Informational,43,320,"0.54,0.44,0.44,0.54,0.44,0.66,0.44,0.66,1.00,0.81,0.44,0.54",10,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
rat and chicken compatibility,Informational,39,320,"0.67,0.67,0.28,0.28,0.67,0.54,0.81,1.00,1.00,1.00,0.81,0.67",7,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
rat and dog compatibility,Informational,41,320,"0.54,0.81,0.81,0.54,0.81,0.67,0.54,0.81,1.00,1.00,0.54,0.54",8,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches"
rat and monkey compatibility,Informational,42,320,"0.67,0.67,0.82,0.67,0.55,0.82,0.67,0.67,1.00,1.00,0.55,0.55",6,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
rat and rabbit compatibility,Informational,43,320,"0.82,0.67,1.00,0.82,0.54,1.00,0.67,0.82,0.82,1.00,0.67,0.54",8,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
rat and rooster relationship,Informational,34,320,"0.67,0.67,0.28,0.28,0.67,0.54,0.81,1.00,1.00,1.00,0.81,0.67",7,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
rat year personality,Informational,34,320,"0.17,0.39,0.17,0.17,0.47,0.72,1.00,0.11,0.13,0.07,0.17,0.07",31,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
relationship number calculator,"Informational, Commercial",37,320,"0.02,0.01,0.01,0.03,0.02,0.04,0.06,0.03,0.62,0.30,1.00,0.45",29,0.99,0.02,"Sitelinks, Reviews, Video, People also ask, Related searches"
relationship testing,Informational,37,320,"1.00,0.82,0.82,0.67,0.82,0.82,0.67,0.05,1.00,1.00,1.00,1.00",13,0.54,0.23,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
rooster and horse compatibility,Informational,42,320,"0.44,0.44,0.35,0.35,0.35,0.35,0.44,0.81,1.00,1.00,0.44,0.35",6,0.00,0.33,"AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
rooster and rabbit compatibility,Informational,43,320,"1.00,1.00,0.67,0.67,0.82,0.82,0.82,0.82,1.00,1.00,0.82,0.54",8,0.00,0.33,"Sitelinks, AI Overview, People also ask, Related searches"
rooster dog compatibility,Informational,43,320,"0.54,0.54,0.66,0.43,0.81,0.43,0.35,0.66,1.00,0.81,0.54,0.54",6,0.00,0.33,"AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
rooster tiger compatibility,Informational,44,320,"1.00,0.67,0.81,0.67,0.67,0.67,0.53,0.67,0.81,0.67,0.81,0.67",9,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
rooster traits chinese zodiac,Informational,34,320,"0.22,0.36,0.22,1.00,0.67,0.44,0.29,0.29,0.80,0.80,0.36,0.29",34,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
sag and gemini compatibility,Informational,46,320,"0.64,0.52,0.32,0.80,0.32,0.52,0.64,0.64,1.00,0.80,0.52,0.80",23,0.01,0.02,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
sag and scorpio,Informational,41,320,"0.02,0.55,0.05,0.36,1.00,0.07,0.07,0.05,0.09,0.02,0.16,0.07",28,0.02,0.02,"Sitelinks, AI Overview, Video, Short videos, People also ask, Discussions and forums, Related searches"
sag and scorpio compatibility,Informational,46,320,"0.67,0.81,0.81,0.81,1.00,0.81,1.00,1.00,1.00,0.67,0.81,0.81",30,0.02,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
sag man and gemini woman,Informational,39,320,"1.00,0.80,0.40,0.00,0.50,0.10,0.50,0.80,0.50,0.00,0.00,0.50",16,0.02,0.06,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
sag scorpio compatibility,Informational,48,320,"0.36,1.00,0.24,0.10,0.08,0.24,0.10,0.13,0.13,0.05,0.10,0.24",24,0.02,0.02,"AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
sagittarius & gemini,Informational,41,320,"1.00,0.17,0.29,0.13,0.04,0.13,0.54,0.42,0.21,0.21,0.29,0.42",21,0.02,0.02,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
sagittarius & scorpio,Informational,39,320,"1.00,0.00,0.05,0.05,0.05,0.12,0.09,0.16,0.12,0.07,0.09,0.12",29,0.02,0.02,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
sagittarius man and gemini woman love match,Informational,42,320,"0.66,0.66,0.29,0.29,0.54,0.54,0.81,1.00,1.00,0.66,0.81,0.81",12,0.02,0.04,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
sagittarius man compatibility with gemini woman,Informational,45,320,"0.66,0.66,0.29,0.29,0.54,0.54,0.81,1.00,1.00,0.66,0.81,0.81",16,0.02,0.04,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
sagittarius opposite sign,Informational,35,320,"1.00,0.67,0.67,0.67,0.56,0.67,0.67,0.67,0.56,0.44,0.56,0.56",31,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
sagittarius vs gemini,Informational,37,320,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.16",22,0.02,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches"
sagittarius woman and gemini man love match,Informational,42,320,"0.66,1.00,0.29,0.29,0.66,1.00,1.00,1.00,1.00,0.66,1.00,1.00",21,0.03,0.04,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
scorpio and aries compatibility percentage,Informational,44,320,"1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.66,0.53,0.66,0.43,0.53",29,0.00,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches"
scorpio and capricorn friendship,Informational,39,320,"0.67,0.54,0.54,0.42,0.54,0.33,0.67,0.42,1.00,0.42,0.54,0.67",22,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
scorpio and leo love relationship,Informational,40,320,"0.67,0.67,0.29,0.23,0.67,1.00,1.00,1.00,1.00,0.82,1.00,1.00",27,0.03,0.06,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
scorpio and libra compatibility percentage,Informational,44,320,"0.81,1.00,1.00,0.67,0.54,0.81,0.81,0.54,0.43,0.28,0.54,0.43",28,0.01,0.02,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
scorpio and sagittarius relationship,Informational,42,320,"0.67,0.81,0.81,0.44,0.67,1.00,0.67,0.54,0.67,0.44,0.81,0.67",24,0.02,0.03,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
scorpio and virgo friendship,Informational,38,320,"0.67,0.56,0.83,0.44,1.00,0.56,1.00,0.44,0.56,0.28,0.67,0.56",22,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
scorpio aries,Informational,37,320,"0.44,0.15,0.15,0.15,0.13,0.13,0.15,0.15,0.13,0.10,0.13,1.00",20,0.00,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
scorpio best compatible,Commercial,45,320,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.00,1.00,0.00",34,0.02,0.03,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
scorpio best love match,Informational,43,320,"0.15,0.21,1.00,0.21,0.10,0.10,0.06,0.04,0.13,1.00,0.15,0.15",30,0.02,0.03,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
scorpio gemini love compatibility,Informational,45,320,"0.45,1.00,0.06,0.10,0.10,0.20,0.30,0.05,0.10,0.08,0.20,0.16",24,0.07,0.01,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
