Keyword,Intent,Relevance,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
mbti t vs f,Informational,32,320,"0.82,0.67,0.82,0.67,0.67,0.82,1.00,0.67,0.67,0.82,1.00,1.00",17,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
mbti test short,Informational,35,320,"1.00,0.65,0.82,1.00,0.82,0.65,0.82,0.82,1.00,1.00,0.65,0.44",34,0.47,0.48,"Sitelinks, Video, Related searches"
mbti 一覧,Informational,45,320,"0.66,0.81,0.54,1.00,0.81,0.29,0.54,0.66,0.54,0.66,0.66,0.43",10,0.00,0.33,"Image pack, Video, People also ask, Related searches"
mbti为什么能走红,Informational,45,320,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",9,0.00,0.00,"AI Overview, Video, People also ask"
mbti测试 数据,Informational,33,320,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",34,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches"
meyer briggs entertainer,Informational,29,320,"0.66,0.81,0.29,0.29,0.66,1.00,0.81,0.81,0.66,0.66,0.81,0.66",34,0.01,0.01,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
myers briggs architect,Informational,39,320,"1.00,1.00,1.00,1.00,0.80,0.80,0.80,0.80,1.00,0.80,0.80,0.80",28,0.08,0.02,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
myers briggs entp,Informational,47,320,"0.43,0.81,0.28,0.81,0.34,1.00,0.81,0.66,0.18,0.28,0.28,0.81",31,0.08,0.04,"AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches, Things to know"
myers briggs test intp,Informational,43,320,"0.36,0.54,0.10,0.67,1.00,0.67,0.07,0.12,0.07,0.07,0.19,0.05",30,0.11,0.03,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
nbti test,Navigational,40,320,"0.08,0.16,1.00,0.00,0.30,0.00,0.04,0.10,0.07,0.00,0.01,0.08",12,0.30,0.34,"Video, People also ask, Related searches"
nightmare jobs for enneagram 5w4 sx/sp,Commercial,53,320,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",18,0.00,0.00,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
personality test for teens,Informational,41,320,"0.54,0.43,0.81,1.00,0.66,0.81,0.66,0.66,0.81,0.66,0.66,0.43",33,0.55,0.26,"AI Overview, Video, People also ask, Related searches"
personality test meaning,Informational,35,320,"0.66,0.66,0.43,0.66,1.00,1.00,1.00,0.82,1.00,1.00,0.82,1.00",30,0.00,0.33,"AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
personality-database,Navigational,36,320,"0.08,0.08,0.00,0.00,0.00,0.81,0.00,0.61,0.00,0.22,0.36,1.00",21,0.73,0.33,"Sitelinks, Reviews, Related searches"
personaliy database,Navigational,43,320,"0.04,0.02,0.72,1.00,0.02,0.01,0.00,0.01,0.14,1.00,0.59,0.01",27,0.73,0.33,"Sitelinks, Video, Related searches"
pronounce enneagram,Informational,49,320,"0.66,0.66,0.82,1.00,0.82,1.00,0.82,0.82,0.82,0.66,0.82,0.82",21,0.00,0.33,"AI Overview, Reviews, Video, People also ask, Related searches"
quick enneagram test,Commercial,60,320,"0.83,0.67,0.83,0.83,0.67,0.83,0.83,0.83,1.00,0.36,0.67,0.67",19,1.61,0.65,"Sitelinks, Reviews, Video, Video carousel, Related searches"
rarest enneagram type,Informational,54,320,"0.10,1.00,1.00,1.00,1.00,0.43,0.80,0.67,1.00,0.80,0.80,0.80",9,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
rarest type of personality,Informational,58,320,"1.00,0.00,0.00,0.00,0.15,0.25,0.00,0.00,0.15,0.48,0.00,0.00",34,0.68,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
sexual 6,Informational,31,320,"0.81,0.53,1.00,0.81,0.53,0.67,0.81,0.81,1.00,0.81,0.67,1.00",16,0.00,0.33,"Sitelinks, Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
sexual 8,Informational,36,320,"0.07,1.00,0.09,0.11,0.15,0.11,0.11,0.15,0.09,0.11,0.15,0.11",8,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
sexual seven,Informational,33,320,"0.15,0.04,0.15,0.15,0.44,0.81,0.66,1.00,0.81,0.54,0.66,0.54",3,0.00,0.33,"Sitelinks, Video, Video carousel, People also ask, Related searches"
so8,Informational,28,320,"0.23,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.44,0.36,1.00,1.00",18,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask"
sp 9 enneagram,Informational,54,320,"0.08,0.08,0.10,0.10,0.08,0.10,0.10,0.13,0.20,0.24,1.00,0.81",11,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches"
sp5 enneagram,Informational,59,320,"0.10,0.10,0.10,0.10,0.13,0.16,0.13,0.13,0.20,0.30,1.00,0.81",14,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
sp8 enneagram,Informational,52,320,"0.07,0.09,0.11,0.14,0.11,0.14,0.17,0.17,0.21,0.26,1.00,1.00",12,0.00,0.33,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
sp9 enneagram,Informational,55,320,"0.08,0.06,0.08,0.13,0.10,0.13,0.16,0.16,0.24,0.36,1.00,1.00",4,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
surrounded by idiots colors,Informational,26,320,"0.35,0.66,0.66,0.54,0.66,0.66,0.54,0.54,1.00,0.54,0.66,0.54",17,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image, Video, Video carousel, People also ask, Related searches"
sx3 enneagram,Informational,49,320,"0.17,0.21,0.14,0.09,0.17,0.17,0.21,0.26,0.32,0.32,1.00,1.00",10,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
sx6 enneagram,Informational,49,320,"0.11,0.11,0.11,0.14,0.11,0.14,0.14,0.17,0.32,0.26,1.00,0.88",18,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
the enthusiast,Informational,40,320,"0.66,0.81,0.35,1.00,0.66,0.54,0.66,1.00,0.66,0.66,0.54,0.81",24,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Knowledge panel, Related searches"
top 5 mbtis,Informational,30,320,"1.00,0.00,0.00,0.00,0.00,0.00",21,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
txt mbti,Informational,45,320,"0.67,0.67,1.00,0.80,1.00,0.80,0.67,1.00,0.67,0.53,0.53,0.67",14,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
type a and type b personality quiz,Informational,34,320,"0.21,0.48,0.13,0.73,1.00,1.00,0.13,0.06,0.10,0.05,0.10,0.06",23,0.42,0.51,"Sitelinks, Video, Related searches"
type a or b quiz,Commercial,37,320,"0.81,0.54,0.54,0.67,0.43,0.67,0.67,0.67,1.00,0.67,0.81,1.00",26,0.31,0.43,"Video, Related searches"
type a or type b personality test,Commercial,37,320,"0.80,0.67,0.00,1.00,0.13,0.43,0.43,0.53,0.43,0.27,0.33,0.23",29,0.46,0.50,"Sitelinks, Reviews, Video, People also ask, Discussions and forums, Related searches, Ads top, Ads bottom"
type abcd personality test,Informational,45,320,"0.33,0.33,0.33,1.00,0.00,0.33,0.33,0.67,0.67,0.00,0.67,0.67",14,0.46,0.49,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
type d personality traits,Informational,40,320,"1.00,1.00,0.81,0.53,0.67,1.00,1.00,1.00,0.81,1.00,1.00,0.67",33,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
type four,Informational,49,320,"0.02,1.00,0.36,0.19,0.54,0.36,0.23,0.44,0.36,0.01,0.54,0.44",26,0.00,0.33,"Reviews, Image, Image pack, Video, Video carousel, People also ask, Related searches"
what are campaigners,Informational,27,320,"1.00,0.52,0.08,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",17,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
what does entp mean,Informational,41,320,"0.44,0.64,0.64,0.64,0.80,0.64,0.64,0.80,0.64,0.52,1.00,0.52",32,0.05,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches"
what does intp teammate esfp,Informational,45,320,"1.00,0.00,0.00,0.00,0.00,0.00",7,0.00,0.00,"Sitelinks, Reviews, Video, Video carousel, People also ask, Related searches"
what is intj mean,Informational,40,320,"0.29,0.54,0.07,0.36,0.44,0.44,0.19,0.15,1.00,0.67,0.67,0.54",33,0.20,0.03,"Sitelinks, AI Overview, Video, People also ask, Related searches"
what's your type,Informational,36,320,"1.00,1.00,0.83,0.83,0.83,0.56,0.44,0.67,0.56,0.56,0.67,0.56",27,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
whats intj,Informational,34,320,"0.10,0.10,0.13,0.16,0.04,0.02,0.10,0.08,1.00,0.36,0.00,0.00",26,0.39,0.04,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
wisdom of the enneagram,Informational,47,320,"0.44,1.00,0.81,0.24,0.19,0.81,0.66,0.54,0.66,0.81,0.36,0.24",24,0.55,0.83,"Sitelinks, Reviews, Video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches"
小蝴蝶,Informational,24,320,"0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.04,1.00,0.03,0.05,0.04",26,0.00,0.01,"AI Overview, Video, Video carousel, People also ask, Related searches"
性格,Informational,32,320,"0.53,0.82,0.67,0.82,0.82,0.67,0.82,0.67,1.00,1.00,1.00,0.82",30,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
16 人格 測試,Informational,38,260,"0.82,0.82,0.35,0.35,0.53,0.53,1.00,0.67,0.67,0.67,0.67,0.67",31,0.67,0.09,"Reviews, Image pack, Video, Related searches"
2w1 vs 2w3,Commercial,42,260,"0.81,0.81,0.81,0.65,0.81,0.81,0.65,0.65,0.81,0.81,1.00,1.00",5,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches"
3w2 vs 3w4,"Informational, Commercial",38,260,"0.67,0.67,0.67,0.81,0.67,0.54,0.67,0.67,0.67,0.67,1.00,1.00",7,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
4 on the enneagram,Informational,60,260,"0.00,0.00,0.00,1.00,0.00,0.01,0.01,0.00,0.31,0.25,0.00,0.00",28,0.36,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Things to know"
4w5 meaning,Informational,46,260,"0.50,1.00,1.00,0.81,0.69,0.81,1.00,0.81,0.69,0.69,0.81,0.81",28,0.60,0.04,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
5 wing 6,Informational,42,260,"0.66,0.82,1.00,0.66,0.82,0.66,0.82,0.66,0.66,0.52,0.66,0.66",25,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
547 ennagram,Informational,47,260,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",4,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
5w7 ennagram,Informational,47,260,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",16,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
6 types,Informational,62,260,"0.43,0.29,0.54,0.35,0.35,0.35,0.43,0.35,0.54,1.00,0.54,0.54",15,1.43,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
6w5 vs 6w7,"Informational, Commercial",39,260,"0.66,0.66,1.00,1.00,0.66,0.82,0.66,0.82,1.00,0.66,1.00,1.00",5,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
7 with 8 wing enneagram,Informational,61,260,"1.00,0.67,0.19,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",21,0.19,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
7w6 vs 7w8,"Informational, Commercial",35,260,"0.65,0.81,0.81,1.00,0.81,0.65,1.00,1.00,1.00,0.81,1.00,1.00",5,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
8 personality types,Informational,46,260,"0.28,0.54,0.81,0.54,1.00,0.54,1.00,0.43,0.54,0.81,0.54,0.54",33,0.49,0.08,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Ads bottom, Ads middle"
9 with,Informational,44,260,"0.65,0.65,0.65,1.00,1.00,0.65,0.65,0.81,1.00,0.81,1.00,0.81",22,0.00,0.33,"Image pack, Video, People also ask, Related searches"
9w1 vs 9w8,"Informational, Commercial",41,260,"0.67,0.67,0.67,0.67,0.67,0.54,0.67,0.54,0.81,0.67,0.81,1.00",16,0.00,0.33,"Sitelinks, AI Overview, Image pack, Discussions and forums, Related searches"
am i type a or b quiz,Informational,35,260,"1.00,0.53,0.80,1.00,0.65,0.80,1.00,1.00,1.00,1.00,1.00,1.00",25,0.33,0.53,"Reviews, Video, Related searches"
analytical driver amiable expressive,Informational,31,260,"1.00,0.54,0.67,0.67,0.54,0.67,0.28,0.54,0.43,0.67,0.43,0.35",17,1.00,0.02,"AI Overview, Reviews, Image pack, Video, Short videos, People also ask, Related searches"
architect type personality,Informational,38,260,"0.43,0.28,0.28,1.00,0.54,0.54,0.54,0.43,0.81,0.43,0.54,0.43",24,0.14,0.04,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
best careers for enfj,Commercial,37,260,"0.52,0.65,0.80,0.80,1.00,0.80,0.65,0.52,0.80,0.65,0.65,0.65",21,0.54,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
best free myers briggs test,"Informational, Commercial",37,260,"1.00,0.66,0.81,0.81,0.66,0.81,0.81,0.81,0.81,0.81,0.81,0.81",25,0.94,0.43,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
best match for intj,Commercial,34,260,"0.06,0.10,1.00,0.81,0.81,0.67,0.81,0.19,0.67,0.67,0.54,0.81",19,0.10,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
best matches for enfp,Commercial,39,260,"0.10,1.00,0.82,0.35,0.66,0.82,0.82,0.66,0.66,0.53,0.53,0.82",15,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
best partner for enfp,Informational,39,260,"0.53,1.00,0.66,0.35,0.82,0.28,0.53,0.66,0.66,0.53,0.82,1.00",9,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
business personality test,Informational,36,260,"0.53,0.66,1.00,1.00,0.66,0.53,0.43,0.43,0.53,0.43,0.53,0.53",31,2.95,0.43,"Sitelinks, AI Overview, Video, People also ask, Related searches"
carl jung mbti,Informational,34,260,"0.81,0.81,1.00,1.00,1.00,1.00,1.00,0.65,0.43,0.81,1.00,0.81",23,0.00,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches"
different enneagram types,Informational,66,260,"0.82,0.53,0.53,1.00,0.82,0.82,0.53,0.65,1.00,0.65,0.82,0.65",34,0.22,0.23,"AI Overview, Reviews, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
eclectic energy,Informational,34,260,"0.15,0.25,0.21,0.48,0.25,0.04,0.21,0.21,0.60,0.25,0.00,1.00",31,0.74,0.06,"Sitelinks, Video, People also ask, Discussions and forums, Related searches"
employment personality tests,Informational,34,260,"0.44,0.44,0.44,0.36,1.00,0.28,0.28,0.14,0.36,0.44,0.56,0.44",29,8.32,0.26,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
en as a suffix,Informational,45,260,"1.00,0.28,0.15,0.19,0.67,1.00,0.11,0.19,0.15,0.06,0.28,0.67",27,0.00,0.33,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
eneagram 1,Informational,62,260,"1.00,0.16,0.05,0.06,0.08,0.36,0.00,0.00,0.00,0.02,0.05,0.06",27,0.38,0.03,"AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches, Things to know"
eneagram 4,Informational,55,260,"0.44,0.50,1.00,0.31,0.19,0.00,0.19,0.06,0.13,0.00,0.63,0.13",28,0.36,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches, Things to know, Ads bottom"
eneagram 5,Informational,55,260,"0.77,0.38,1.00,0.23,0.31,1.00,0.62,0.00,0.00,0.23,0.23,0.31",21,0.34,0.02,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
enegram 9,Informational,61,260,"0.12,0.21,0.09,1.00,0.47,0.00,0.00,0.00,0.59,0.03,0.09,0.09",21,0.26,0.07,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
enfj personality type celebrities,Informational,40,260,"0.54,0.22,0.35,0.54,0.67,0.81,0.35,0.54,1.00,0.81,0.54,0.54",25,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
enfp 4w3,Informational,47,260,"0.80,1.00,1.00,0.80,0.80,0.80,0.80,0.65,0.65,0.80,0.80,1.00",15,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches"
enfp and enfj,Informational,43,260,"0.67,0.67,0.81,0.67,0.67,0.67,1.00,0.67,0.67,0.67,0.67,0.67",15,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
enfp and infj compatibility,Informational,41,260,"0.53,0.43,0.53,0.66,0.53,0.82,0.66,0.66,1.00,0.66,0.82,0.66",24,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
enfp career matches,"Informational, Commercial",38,260,"0.85,0.62,0.38,0.54,1.00,0.85,0.62,0.31,0.38,0.62,0.62,0.54",15,0.88,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
enfp enneagram,Informational,61,260,"1.00,1.00,1.00,0.79,1.00,1.00,1.00,0.66,1.00,0.79,1.00,0.79",24,0.67,0.04,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads bottom, Ads middle"
enfp infj,Informational,44,260,"0.81,0.64,1.00,0.81,0.81,1.00,1.00,1.00,0.64,0.53,0.53,0.64",17,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
enfp intj,Informational,42,260,"0.82,0.52,0.82,0.82,0.82,0.82,1.00,0.52,0.66,0.52,0.82,0.52",28,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
enfp personality strengths and weaknesses,Informational,44,260,"0.53,0.43,0.67,0.67,0.67,0.67,0.53,0.53,0.67,0.67,1.00,0.81",28,0.02,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
enfp relationships,Informational,43,260,"0.81,0.67,1.00,0.67,1.00,0.67,0.81,0.67,0.54,0.67,0.54,0.43",21,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
enfp t careers,"Informational, Commercial",38,260,"0.66,0.35,0.43,0.81,0.81,0.54,0.66,0.43,1.00,0.66,0.66,0.54",22,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
enfp-t careers,Commercial,37,260,"0.11,0.04,0.05,0.05,0.11,0.08,0.00,0.05,1.00,0.04,0.11,0.20",25,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
enfp-t personality type,Informational,48,260,"0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.08,1.00,0.04,0.08",29,0.27,0.07,"Sitelinks, AI Overview, Video, People also ask, Related searches"
ennagram 3,Informational,59,260,"0.11,1.00,0.18,0.18,0.36,0.44,0.22,0.11,0.18,0.22,0.36,0.44",23,0.32,0.03,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
ennagram 6,Informational,55,260,"0.03,1.00,0.56,0.36,0.44,0.56,0.28,0.17,0.36,0.28,0.22,0.36",21,0.30,0.02,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
ennagram 7,Informational,52,260,"0.18,0.29,0.18,0.67,0.22,0.53,0.36,0.11,0.18,0.11,1.00,0.44",20,0.33,0.04,"AI Overview, Image pack, Video, People also ask, Related searches"
ennea meaning,Informational,45,260,"0.01,0.44,0.00,0.44,1.00,0.54,0.54,0.83,0.23,0.00,0.00,0.00",24,0.50,0.08,"AI Overview, Video, People also ask, Related searches"
enneag,Informational,81,260,"0.43,0.82,0.53,0.66,0.66,1.00,0.66,0.05,1.00,0.43,0.17,0.53",20,0.78,0.42,"Reviews, Image pack, Video, People also ask, Related searches"
enneagram 1 with 2 wing,Informational,65,260,"0.00,0.81,0.81,1.00,1.00,1.00,1.00,0.66,0.04,0.02,0.02,0.00",19,0.30,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches"
enneagram 4 type,Informational,60,260,"0.23,0.18,0.28,0.54,0.67,0.67,0.54,0.54,0.82,0.82,1.00,0.82",22,0.43,0.02,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
