Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
ボルト キャラクター 相関 図,37,37,720,23,0.00,https://character-seikaku.memo.wiki/d/BORUTO%A1%DD%A5%DC%A5%EB%A5%C8%A1%DD%20%A1%DDNARUTO%20NEXT%20GENERATIONS%A1%DD,0,0,0.00,0.33,112,"30, 37, 37, 37, 30, 24, 45, 100, 55, 37, 37, 45",2026-07-30,"Image pack, Image, People also ask, Related searches",informational,Organic
黒 の 契約 者 ヘイ,26,26,90,26,0.00,https://character-seikaku.memo.wiki/d/DARKER%20THAN%20BLACK%20-%B9%F5%A4%CE%B7%C0%CC%F3%BC%D4-,0,0,0.00,0.33,99,"100, 79, 79, 79, 64, 50, 50, 50, 29, 79, 64, 64",2026-07-18,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ズートピア ジュディ 性格,62,62,170,27,0.00,https://character-seikaku.memo.wiki/d/%A5%BA%A1%BC%A5%C8%A5%D4%A5%A2,0,0,0.00,0.33,114,"7, 12, 12, 19, 24, 100, 44, 19, 12, 10, 12, 10",2026-08-01,"Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
コンパス 診断,19,19,50,8,0.00,https://character-seikaku.memo.wiki/d/%23%A5%B3%A5%F3%A5%D1%A5%B9,0,0,0.00,0.33,108,"16, 3, 3, 3, 100, 3, 12, 3, 3, 6, 16, 22",2026-07-13,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
ミニオン スチュアート 性格,35,39,110,17,0.00,https://character-seikaku.memo.wiki/d/%A5%DF%A5%CB%A5%AA%A5%F3%A5%BA,0,0,0.00,0.33,151,"27, 27, 42, 54, 42, 35, 35, 35, 35, 35, 100, 54",2026-08-18,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
スーパー ダンガン ロンパ キャラ,38,38,140,23,0.00,https://character-seikaku.memo.wiki/d/%A5%B9%A1%BC%A5%D1%A1%BC%A5%C0%A5%F3%A5%AC%A5%F3%A5%ED%A5%F3%A5%D12%20%A4%B5%A4%E8%A4%CA%A4%E9%C0%E4%CB%BE%B3%D8%B1%E0,0,0,0.00,0.33,183,"35, 27, 81, 27, 27, 42, 100, 81, 65, 65, 54, 54",2026-07-22,"Image pack, Sitelinks, Video, Related searches",informational,Organic
とら ドラ 登場 人物,70,70,170,42,0.00,https://character-seikaku.memo.wiki/d/%A4%C8%A4%E9%A5%C9%A5%E9%21,0,0,0.00,0.33,130,"100, 100, 100, 66, 66, 34, 28, 34, 28, 34, 34, 34",2026-06-27,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
黒 執事 セバスチャン 女,51,51,110,29,0.00,https://character-seikaku.memo.wiki/d/%B9%F5%BC%B9%BB%F6,0,0,0.00,0.33,168,"81, 24, 3, 2, 5, 2, 2, 2, 5, 100, 2, 2",2026-07-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
istp mbti,46,46,720,28,0.00,https://character-seikaku.memo.wiki/d/ISTP%A1%CA%B5%BB%C7%BD%BC%D4%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,0,0,0.00,0.33,130,"72, 72, 72, 72, 72, 100, 88, 72, 88, 72, 88, 88",2026-07-27,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
創作 キャラ 性格,14,14,110,12,0.00,https://character-seikaku.memo.wiki/d/%A5%AA%A5%EA%A5%B8%A5%CA%A5%EB%A5%AD%A5%E3%A5%E9%A5%AF%A5%BF%A1%BC%A4%CE%C0%AD%B3%CA%C0%DF%C4%EA,0,0,0.00,0.33,20,"100, 100, 100, 100, 64, 79, 79, 64, 79, 79, 100, 100",2026-07-20,"Image pack, Sitelinks, People also ask, Related searches",informational,Organic
リボーン mbti,21,21,170,15,0.00,https://character-seikaku.memo.wiki/d/%B2%C8%C4%ED%B6%B5%BB%D5%A5%D2%A5%C3%A5%C8%A5%DE%A5%F3REBORAN%21%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,97,"100, 81, 67, 52, 67, 100, 100, 81, 67, 67, 100, 67",2026-08-10,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
リボーン mbti,47,47,170,15,0.00,https://character-seikaku.memo.wiki/d/16%A5%BF%A5%A4%A5%D7%B0%EC%CD%F7%C9%BD%A4%DE%A4%C8%A4%E1,0,0,0.00,0.33,97,"100, 81, 67, 52, 67, 100, 100, 81, 67, 67, 100, 67",2026-08-10,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
リボーン mbti,55,55,170,15,0.00,https://character-seikaku.memo.wiki/d/%A5%D2%A5%E5%A1%BC%A5%DE%A5%F3%A5%D0%A5%B0%C2%E7%B3%D8,0,0,0.00,0.33,97,"100, 81, 67, 52, 67, 100, 100, 81, 67, 67, 100, 67",2026-08-10,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
リボーン mbti,57,57,170,15,0.00,https://character-seikaku.memo.wiki/d/Re%3A%A5%BC%A5%ED%A4%AB%A4%E9%BB%CF%A4%E1%A4%EB%B0%DB%C0%A4%B3%A6%C0%B8%B3%E8,0,0,0.00,0.33,97,"100, 81, 67, 52, 67, 100, 100, 81, 67, 67, 100, 67",2026-08-10,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
リボーン mbti,59,59,170,15,0.00,https://character-seikaku.memo.wiki/d/%BA%EE%C9%CA%B0%EC%CD%F7,0,0,0.00,0.33,97,"100, 81, 67, 52, 67, 100, 100, 81, 67, 67, 100, 67",2026-08-10,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
リボーン mbti,61,61,170,15,0.00,https://character-seikaku.memo.wiki/d/%CA%E7%BD%B8%A5%DA%A1%BC%A5%B8%A1%CA%BF%C7%C3%C7%A1%CB,0,0,0.00,0.33,97,"100, 81, 67, 52, 67, 100, 100, 81, 67, 67, 100, 67",2026-08-10,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
リボーン mbti,65,65,170,15,0.00,https://character-seikaku.memo.wiki/d/MenuBar1,0,0,0.00,0.33,97,"100, 81, 67, 52, 67, 100, 100, 81, 67, 67, 100, 67",2026-08-10,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
エマ 約 ネバ,52,52,1000,28,0.00,https://character-seikaku.memo.wiki/d/%CC%F3%C2%AB%A4%CE%A5%CD%A5%D0%A1%BC%A5%E9%A5%F3%A5%C9,0,0,0.00,0.33,122,"100, 77, 100, 68, 68, 68, 68, 68, 55, 68, 77, 68",2026-07-14,"Image pack, Video, Video Carousel, People also ask, Related searches",informational,Organic
ラブ ライブ キャラ 診断,20,20,90,5,0.00,https://character-seikaku.memo.wiki/d/%A5%E9%A5%D6%A5%E9%A5%A4%A5%D6%21,0,0,0.00,0.33,111,"16, 9, 22, 34, 34, 34, 100, 34, 28, 22, 22, 16",2026-07-13,"Reviews, Video, Related searches",informational,Organic
ラブ ライブ キャラ 診断,40,40,90,5,0.00,https://character-seikaku.memo.wiki/d/%A5%E9%A5%D6%A5%E9%A5%A4%A5%D6%A1%AA%C6%FA%A5%F6%BA%E9%B3%D8%B1%E0%A5%B9%A5%AF%A1%BC%A5%EB%A5%A2%A5%A4%A5%C9%A5%EB%C6%B1%B9%A5%B2%F1,0,0,0.00,0.33,111,"16, 9, 22, 34, 34, 34, 100, 34, 28, 22, 22, 16",2026-07-13,"Reviews, Video, Related searches",informational,Organic
ラブ ライブ キャラ 診断,69,69,90,5,0.00,https://character-seikaku.memo.wiki/d/%A5%E9%A5%D6%A5%E9%A5%A4%A5%D6%21%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,111,"16, 9, 22, 34, 34, 34, 100, 34, 28, 22, 22, 16",2026-07-13,"Reviews, Video, Related searches",informational,Organic
ラブ ライブ キャラ 診断,83,83,90,5,0.00,https://character-seikaku.memo.wiki/d/%A5%E9%A5%D6%A5%E9%A5%A4%A5%D6%A1%AA%C6%FA%A5%F6%BA%E9%B3%D8%B1%E0%A5%B9%A5%AF%A1%BC%A5%EB%A5%A2%A5%A4%A5%C9%A5%EB%C6%B1%B9%A5%B2%F1,0,0,0.00,0.33,111,"16, 9, 22, 34, 34, 34, 100, 34, 28, 22, 22, 16",2026-07-13,"Reviews, Video, Related searches",informational,Organic
ラブ ライブ キャラ 診断,95,95,90,5,0.00,https://character-seikaku.memo.wiki/d/%A5%E9%A5%D6%A5%E9%A5%A4%A5%D6%21%20%A5%B9%A1%BC%A5%D1%A1%BC%A5%B9%A5%BF%A1%BC%21%21%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,111,"16, 9, 22, 34, 34, 34, 100, 34, 28, 22, 22, 16",2026-07-13,"Reviews, Video, Related searches",informational,Organic
シャドウ バース 診断,29,29,110,25,0.00,https://character-seikaku.memo.wiki/d/Shadowverse,0,0,0.00,0.33,108,"23, 100, 67, 18, 54, 8, 28, 5, 23, 5, 23, 3",2026-07-10,"Image pack, Video, Related searches",informational,Organic
トラキア 776 キャラ,56,56,170,21,0.00,https://character-seikaku.memo.wiki/d/%A5%D5%A5%A1%A5%A4%A5%A2%A1%BC%A5%A8%A5%E0%A5%D6%A5%EC%A5%E0%20%A5%C8%A5%E9%A5%AD%A5%A2776,0,0,0.00,0.33,149,"67, 82, 100, 6, 7, 1, 3, 1, 10, 1, 1, 6",2026-07-30,"Image pack, Video, Video Carousel, People also ask, Related searches",informational,Organic
トラキア 776 キャラ,58,58,170,21,0.00,https://character-seikaku.memo.wiki/d/%A5%D5%A5%A1%A5%A4%A5%A2%A1%BC%A5%A8%A5%E0%A5%D6%A5%EC%A5%E0%20%A5%C8%A5%E9%A5%AD%A5%A2776,0,0,0.00,0.33,149,"67, 82, 100, 6, 7, 1, 3, 1, 10, 1, 1, 6",2026-07-30,"Image pack, Video, Video Carousel, People also ask, Related searches",informational,Organic
エルモ 性格,50,50,90,24,0.00,https://character-seikaku.memo.wiki/d/%A5%BB%A5%B5%A5%DF%A5%B9%A5%C8%A5%EA%A1%BC%A5%C8,0,0,0.00,0.33,89,"64, 50, 50, 79, 64, 64, 79, 50, 36, 64, 79, 100",2026-07-10,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
おそ松 さん 派生 松,44,44,90,26,0.00,https://character-seikaku.memo.wiki/d/%A4%AA%A4%BD%BE%BE%A4%B5%A4%F3,0,0,0.00,0.33,176,"2, 8, 2, 19, 100, 3, 2, 3, 3, 2, 24, 24",2026-08-01,"Image pack, Sitelinks, Video, Related searches",informational,Organic
空 の 境界 橙子,44,44,70,28,0.00,https://character-seikaku.memo.wiki/d/%B6%F5%A4%CE%B6%AD%B3%A6,0,0,0.00,0.33,108,"12, 4, 4, 4, 4, 4, 100, 4, 54, 42, 42, 4",2026-08-12,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
エンジェル ビーツ キャラ,59,59,1300,38,0.00,https://character-seikaku.memo.wiki/d/Angel%20Beats%21,0,0,0.00,0.33,187,"81, 100, 81, 81, 81, 62, 81, 81, 81, 81, 81, 81",2026-07-06,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ジブリ mbti,45,45,1300,33,0.00,https://character-seikaku.memo.wiki/d/%CB%E2%BD%F7%A4%CE%C2%F0%B5%DE%CA%D8,0,0,0.00,0.33,110,"67, 67, 100, 54, 54, 67, 37, 54, 37, 30, 37, 67",2026-07-06,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ジブリ mbti,62,62,1300,33,0.00,https://character-seikaku.memo.wiki/d/%A4%C8%A4%CA%A4%EA%A4%CE%A5%C8%A5%C8%A5%ED,0,0,0.00,0.33,110,"67, 67, 100, 54, 54, 67, 37, 54, 37, 30, 37, 67",2026-07-06,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
誰ソ彼ホテル キャラ,34,34,140,37,0.00,https://character-seikaku.memo.wiki/d/%C3%AF%A5%BD%C8%E0%A5%DB%A5%C6%A5%EB%A5%B7%A5%EA%A1%BC%A5%BA,0,0,0.00,0.33,151,"81, 81, 52, 52, 67, 33, 100, 81, 81, 67, 67, 52",2026-07-05,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
ましろ もりた か,51,51,110,30,0.00,https://character-seikaku.memo.wiki/d/%A5%D0%A5%AF%A5%DE%A5%F3%A1%A3,0,0,0.00,0.33,109,"82, 65, 100, 65, 82, 65, 53, 65, 53, 65, 53, 53",2026-06-29,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ドクター x wiki,18,18,170,46,0.00,https://character-seikaku.memo.wiki/d/Doctor-X%20%B3%B0%B2%CA%B0%E5%A1%A6%C2%E7%CC%E7%CC%A4%C3%CE%BB%D2,0,0,0.00,0.33,107,"44, 100, 54, 29, 19, 12, 15, 12, 54, 15, 12, 12",2026-08-14,"Reviews, Video, People also ask, Related searches",informational,Organic
pandorahearts キャラ,20,20,170,26,0.00,https://character-seikaku.memo.wiki/d/PandoraHearts,0,0,0.00,0.33,174,"54, 82, 100, 67, 54, 67, 23, 28, 23, 23, 18, 18",2026-06-28,"Image pack, Video, Image, Related searches",informational,Organic
ポケモン性格一覧,62,62,1300,,0.00,https://character-seikaku.memo.wiki/d/%A5%DD%A5%B1%A5%C3%A5%C8%A5%E2%A5%F3%A5%B9%A5%BF%A1%BC%A1%CA%B8%B6%BA%EE%A1%CB,0,0,0.00,0.33,103,"19, 19, 13, 16, 11, 13, 13, 30, 100, 35, 24, 24",2026-07-23,"Sitelinks, Video, Related searches",informational,Organic
薄 桜 鬼 読み方,44,44,320,37,0.00,https://character-seikaku.memo.wiki/d/%C7%F6%BA%F9%B5%B4%20%A1%C1%BF%B7%C1%AA%C1%C8%B4%F1%EB%FD%A1%C1,0,0,0.00,0.33,123000,"82, 67, 82, 100, 82, 67, 67, 67, 82, 82, 67, 54",2026-07-17,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
いちご 百 パーセント キャラ,36,36,70,20,0.00,https://character-seikaku.memo.wiki/d/%A4%A4%A4%C1%A4%B4100%25,0,0,0.00,0.33,137,"1, 1, 3, 100, 1, 1, 1, 1, 1, 1, 4, 3",2026-08-09,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
entp アニメ,21,21,260,26,0.00,https://character-seikaku.memo.wiki/d/ISFJ-ENTP,0,0,0.00,0.33,129,"67, 67, 100, 100, 67, 54, 54, 44, 44, 44, 54, 36",2026-07-18,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
entp アニメ,38,38,260,26,0.00,https://character-seikaku.memo.wiki/d/INTJ-ENTP,0,0,0.00,0.33,129,"67, 67, 100, 100, 67, 54, 54, 44, 44, 44, 54, 36",2026-07-18,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
entp アニメ,74,74,260,26,0.00,https://character-seikaku.memo.wiki/d/ENTP-ENTJ,0,0,0.00,0.33,129,"67, 67, 100, 100, 67, 54, 54, 44, 44, 44, 54, 36",2026-07-18,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
な ま いき ざかり キャラ,25,25,260,13,0.00,https://character-seikaku.memo.wiki/d/%A4%CA%A4%DE%A4%A4%A4%AD%A4%B6%A4%AB%A4%EA%A1%A3,0,0,0.00,0.33,144,"82, 67, 100, 67, 67, 67, 54, 82, 67, 100, 54, 82",2026-07-15,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
境界 の rinne かい ん,50,50,170,33,0.00,https://character-seikaku.memo.wiki/d/%B6%AD%B3%A6%A4%CERINNE,0,0,0.00,0.33,111,"54, 54, 81, 65, 65, 65, 65, 54, 42, 100, 42, 35",2026-06-23,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ニュー ゲーム キャラ,40,40,590,30,0.00,https://character-seikaku.memo.wiki/d/NEWGAME%21,0,0,0.00,0.33,129,"55, 55, 55, 67, 67, 67, 67, 82, 67, 82, 67, 100",2026-07-15,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
free キャラ 相関 図,27,27,480,23,0.00,https://character-seikaku.memo.wiki/d/Free%21,0,0,0.00,0.33,127,"81, 100, 66, 66, 81, 81, 81, 81, 100, 81, 100, 81",2026-08-16,"Image pack, Reviews, Image, People also ask, Related searches",informational,Organic
mbti キャラ,85,85,8100,18,0.00,https://character-seikaku.memo.wiki/d/MenuBar1,0,0,0.00,0.33,168,"82, 100, 82, 82, 67, 67, 67, 55, 55, 55, 67, 55",2026-08-15,"Image pack, Video, People also ask, Related searches",informational,Organic
mbti キャラ,92,92,8100,18,0.00,https://character-seikaku.memo.wiki/d/%A5%B8%A5%E3%A5%F3%A5%EB%CA%CC%BA%EE%C9%CA%B0%EC%CD%F7,0,0,0.00,0.33,168,"82, 100, 82, 82, 67, 67, 67, 55, 55, 55, 67, 55",2026-08-15,"Image pack, Video, People also ask, Related searches",informational,Organic
どうぶつ の 森 うつ 病,57,57,170,30,0.00,https://character-seikaku.memo.wiki/d/%A4%C9%A4%A6%A4%D6%A4%C4%A4%CE%BF%B9,0,0,0.00,0.33,105,"3, 100, 29, 100, 2, 12, 5, 81, 2, 2, 2, 3",2026-08-06,"Video, People also ask, Related searches, AI overview",informational,Organic
ケンイチ 宇喜田,52,52,90,21,0.00,https://character-seikaku.memo.wiki/d/%BB%CB%BE%E5%BA%C7%B6%AF%A4%CE%C4%EF%BB%D2%A5%B1%A5%F3%A5%A4%A5%C1,0,0,0.00,0.33,109,"1, 3, 1, 1, 1, 1, 1, 1, 100, 1, 1, 1",2026-08-11,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
プリティー リズム あや み,42,42,50,31,0.00,https://character-seikaku.memo.wiki/d/%A5%D7%A5%EA%A5%C6%A5%A3%A1%BC%A5%EA%A5%BA%A5%E0%8E%A5%A5%C7%A5%A3%A5%A2%A5%DE%A5%A4%A5%D5%A5%E5%A1%BC%A5%C1%A5%E3%A1%BC,0,0,0.00,0.33,111,"19, 8, 42, 8, 4, 4, 4, 4, 42, 100, 4, 4",2026-07-28,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
プリティー リズム あや み,59,59,50,31,0.00,https://character-seikaku.memo.wiki/d/%A5%D7%A5%EA%A5%C6%A5%A3%A1%BC%A5%EA%A5%BA%A5%E0%8E%A5%A5%C7%A5%A3%A5%A2%A5%DE%A5%A4%A5%D5%A5%E5%A1%BC%A5%C1%A5%E3%A1%BC,0,0,0.00,0.33,111,"19, 8, 42, 8, 4, 4, 4, 4, 42, 100, 4, 4",2026-07-28,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
イニシャル d キャラ,41,41,2900,29,0.00,https://character-seikaku.memo.wiki/d/%C6%AC%CA%B8%BB%FAD,0,0,0.00,0.33,190,"53, 67, 81, 81, 67, 67, 67, 100, 81, 81, 67, 81",2026-07-08,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
ハンター ハンター プロフィール,81,81,170,24,0.00,https://character-seikaku.memo.wiki/d/HUNTER%A1%DFHUNTER,0,0,0.00,0.33,131,"52, 67, 100, 81, 81, 81, 100, 100, 67, 81, 67, 100",2026-06-23,"Image pack, Video, People also ask, Related searches",informational,Organic
銀魂 モブキャラ,42,42,110,39,0.00,https://character-seikaku.memo.wiki/d/%B6%E4%BA%B2,0,0,0.00,0.33,108,"33, 43, 43, 52, 52, 43, 81, 81, 100, 67, 52, 43",2026-07-24,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
るろうに 剣心 相関 図,70,70,320,32,0.00,https://character-seikaku.memo.wiki/d/%A4%EB%A4%ED%A4%A6%A4%CB%B7%F5%BF%B4,0,0,0.00,0.33,126,"55, 100, 55, 30, 24, 24, 19, 19, 30, 30, 24, 30",2026-08-06,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
リボーン 属性 診断,23,23,210,16,0.00,https://character-seikaku.memo.wiki/d/%B2%C8%C4%ED%B6%B5%BB%D5%A5%D2%A5%C3%A5%C8%A5%DE%A5%F3REBORN%21,0,0,0.00,0.33,109,"36, 36, 28, 36, 23, 44, 82, 100, 82, 54, 54, 44",2026-08-02,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
感覚 直感,33,33,110,30,0.00,https://character-seikaku.memo.wiki/d/S%A1%CA%B4%B6%B3%D0%A1%CB%A4%ABN%A1%CA%C4%BE%B4%D1%A1%CB%A4%AB,0,0,0.00,0.33,105,"52, 43, 52, 43, 52, 52, 100, 52, 33, 43, 52, 43",2026-07-09,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
アルドノアゼロ 解析,51,51,170,19,0.00,https://character-seikaku.memo.wiki/d/%A5%A2%A5%EB%A5%C9%A5%CE%A5%A2%A1%A6%A5%BC%A5%ED,0,0,0.00,0,1290,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100",2026-08-07,"Video, People also ask, Related searches, AI overview",informational,Organic
スター デュー バレー キャラ,35,35,480,31,0.00,https://character-seikaku.memo.wiki/d/Stardew%20Valley,0,0,0.00,0.33,151,"67, 100, 82, 54, 44, 54, 67, 100, 54, 44, 44, 36",2026-08-14,"Image pack, Video, People also ask, Related searches",informational,Organic
診断 キャラクター,76,76,590,38,0.00,https://character-seikaku.memo.wiki/,0,0,0.00,0.01,147,"59, 48, 48, 48, 48, 59, 72, 72, 100, 72, 72, 72",2026-07-27,"Video, Related searches, AI overview",informational,Organic
診断 キャラクター,77,77,590,38,0.00,https://character-seikaku.memo.wiki/,0,0,0.00,0.01,147,"59, 48, 48, 48, 48, 59, 72, 72, 100, 72, 72, 72",2026-07-27,"Video, Related searches, AI overview",informational,Organic
セーラームーン 占い,54,54,140,13,0.00,https://character-seikaku.memo.wiki/d/%C8%FE%BE%AF%BD%F7%C0%EF%BB%CE%A5%BB%A1%BC%A5%E9%A1%BC%A5%E0%A1%BC%A5%F3,0,0,0.00,0.33,102,"29, 29, 23, 23, 15, 15, 35, 19, 15, 100, 35, 23",2026-08-04,"Image pack, Video, Image, Related searches",commercial,Organic
西野 スーザン 花,60,60,110,27,0.00,https://character-seikaku.memo.wiki/d/%BF%C0%A4%B5%A4%DE%A4%CE%B8%C0%A4%A6%A4%C8%A4%AA%A4%EA%20%C6%F5,0,0,0.00,0.33,27100,"13, 3, 3, 82, 67, 100, 3, 67, 3, 3, 3, 3",2026-07-10,"Reviews, Video, Related searches",informational,Organic
テニプリ 好き な タイプ,33,33,260,24,0.00,https://character-seikaku.memo.wiki/d/%A5%C6%A5%CB%A5%B9%A4%CE%B2%A6%BB%D2%CD%CD,0,0,0.00,0.33,107,"81, 100, 100, 81, 81, 66, 66, 66, 100, 66, 66, 53",2026-08-04,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
テニプリ 好き な タイプ,59,59,260,24,0.00,https://character-seikaku.memo.wiki/d/%A5%C6%A5%CB%A5%B9%A4%CE%B2%A6%BB%D2%CD%CD%A1%CA%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%A1%CB,0,0,0.00,0.33,107,"81, 100, 100, 81, 81, 66, 66, 66, 100, 66, 66, 53",2026-08-04,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
可愛い だけ じゃ ない 式 守 さん 狼 谷,57,57,210,28,0.00,https://character-seikaku.memo.wiki/d/%B2%C4%B0%A6%A4%A4%A4%C0%A4%B1%A4%B8%A4%E3%A4%CA%A4%A4%BC%B0%BC%E9%A4%B5%A4%F3,0,0,0.00,0.33,131,"100, 67, 100, 67, 54, 28, 44, 36, 54, 54, 54, 54",2026-08-14,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
アマガミ キャラデザ,35,35,70,35,0.00,https://character-seikaku.memo.wiki/d/%A5%A2%A5%DE%A5%AC%A5%DF,0,0,0.00,0.33,154,"2, 4, 2, 4, 19, 2, 2, 2, 2, 100, 10, 23",2026-07-18,"Knowledge panel, Image pack, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
3 月 の ライオン キャラ,61,61,260,29,0.00,https://character-seikaku.memo.wiki/d/3%B7%EE%A4%CE%A5%E9%A5%A4%A5%AA%A5%F3,0,0,0.00,0.33,7270000,"44, 54, 44, 100, 81, 67, 54, 67, 35, 54, 44, 54",2026-06-27,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
mouthwashing 解説,35,35,390,24,0.00,https://character-seikaku.memo.wiki/d/Mouthwashing,0,0,0.00,0,134,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 100",2026-06-26,"Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
君 の 名 は wiki,15,15,90,53,0.00,https://character-seikaku.memo.wiki/d/%B7%AF%A4%CE%CC%BE%A4%CF%A1%A3,0,0,0.00,0.33,110,"19, 24, 100, 3, 24, 3, 2, 2, 8, 2, 3, 2",2026-08-16,"Reviews, Video, Related searches",informational,Organic
ソニック 性格,15,15,110,37,0.00,https://character-seikaku.memo.wiki/d/%A5%BD%A5%CB%A5%C3%A5%AF%A5%B7%A5%EA%A1%BC%A5%BA,0,0,0.00,0.33,118,"82, 65, 82, 65, 82, 65, 53, 53, 53, 65, 100, 65",2026-07-31,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
ソニック 性格,33,33,110,37,0.00,https://character-seikaku.memo.wiki/d/%A5%BD%A5%CB%A5%C3%A5%AF%A5%B7%A5%EA%A1%BC%A5%BA%20%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,118,"82, 65, 82, 65, 82, 65, 53, 53, 53, 65, 100, 65",2026-07-31,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
神様 の 言う とおり ヒロイン,36,36,170,29,0.00,https://character-seikaku.memo.wiki/d/%BF%C0%A4%B5%A4%DE%A4%CE%B8%C0%A4%A6%A4%C8%A4%AA%A4%EA,0,0,0.00,0.33,169,"35, 29, 29, 100, 54, 29, 23, 23, 19, 19, 29, 44",2026-06-27,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
あん スタ 生徒 会長,54,54,70,21,0.00,https://character-seikaku.memo.wiki/d/%C0%B8%C5%CC%B2%F1%A4%CE%B0%EC%C2%B8,0,0,0.00,0.33,107,"9, 3, 28, 3, 3, 6, 3, 100, 6, 53, 9, 66",2026-07-05,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
アラジン 性格,32,32,110,30,0.00,https://character-seikaku.memo.wiki/d/%A5%A2%A5%E9%A5%B8%A5%F3,0,0,0.00,0.33,108,"65, 53, 53, 65, 65, 53, 65, 53, 53, 65, 100, 82",2026-08-08,"Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
ゼノブレイド 2 キャラ,45,45,1000,30,0.00,https://character-seikaku.memo.wiki/d/%A5%BC%A5%CE%A5%D6%A5%EC%A5%A4%A5%C92,0,0,0.00,0.33,157,"77, 77, 77, 68, 55, 55, 77, 77, 77, 77, 77, 100",2026-07-05,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
